first_name,second_name,team,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Jóhann Berg,Gudmundsson,Burnley,1,2,42,1094,24,457.5,168.6,99.0,0,171,72.7,2,0,2,0.0,48,MID
Luke,McNally,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Arijanet,Muric,Burnley,0,0,20,540,7,10.3,204.4,0.0,2,127,21.5,0,0,0,0.2,43,GLK
Dara,O'Shea,Burnley,2,4,59,2532,62,165.8,625.0,179.0,2,413,97.2,2,1,5,0.3,44,DEF
Michael,Obafemi,Burnley,0,0,2,19,0,0.6,0.0,17.0,0,4,1.7,0,0,0,0.0,49,FWD
Bailey,Peacock-Farrell,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Connor,Roberts,Burnley,0,1,12,817,23,104.1,142.8,12.0,0,111,25.7,0,1,3,0.1,43,DEF
Jay,Rodriguez,Burnley,2,1,40,796,18,64.2,138.4,232.0,3,105,42.4,1,0,0,0.2,53,FWD
Charlie,Taylor,Burnley,1,1,46,2165,42,219.2,356.6,59.0,1,325,63.7,2,0,7,3.7,39,DEF
Bobby,Thomas,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Scott,Twine,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Lawrence,Vigouroux,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GLK
Victor,da Silva,Burnley,0,2,52,2015,38,152.3,229.4,152.0,2,231,52.8,2,0,1,0.2,44,DEF
Wout,Weghorst,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Anass,Zaroury,Burnley,0,0,4,149,4,36.3,6.8,19.0,0,10,5.6,0,1,0,0.0,46,MID
David Datro,Fofana,Burnley,4,1,47,812,18,88.0,197.6,252.0,8,125,53.4,1,0,1,0.4,50,FWD
Sander,Berge,Burnley,1,1,64,2642,61,307.5,440.4,155.0,3,359,90.5,2,1,7,0.1,46,MID
Zeki,Amdouni,Burnley,4,1,74,1839,38,229.3,332.6,465.0,9,212,102.6,5,0,2,0.2,52,FWD
James,Trafford,Burnley,0,0,70,2520,62,3.3,903.6,0.0,5,533,90.7,2,0,2,0.9,44,GLK
Nathan,Redmond,Burnley,0,0,11,132,5,52.5,23.8,18.0,0,38,9.4,0,0,1,0.0,47,MID
Luca,Koleosho,Burnley,1,2,40,972,23,147.9,86.8,213.0,0,80,44.5,3,0,0,0.0,48,MID
Jacob,Bruun Larsen,Burnley,5,0,69,978,16,298.8,215.6,329.0,6,194,83.8,2,0,0,0.1,48,MID
Owen,Dodgson,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Wilson,Odobert,Burnley,3,4,75,1735,39,347.9,285.6,362.0,3,268,99.5,2,0,2,0.1,50,MID
Hannes,Delcroix,Burnley,0,0,7,584,25,57.8,110.0,42.0,0,88,20.9,0,0,2,0.1,40,DEF
Aaron,Ramsey,Burnley,0,0,18,522,17,28.0,51.2,53.0,0,62,12.7,0,0,1,0.0,50,MID
Han-Noah,Massengo,Burnley,0,0,3,14,0,0.1,2.8,0.0,0,11,0.3,0,0,0,0.0,49,MID
Mike,Trésor,Burnley,0,0,19,401,9,110.2,44.4,24.0,0,71,18.0,0,0,0,0.0,53,MID
Lorenz,Assignon,Burnley,1,2,20,920,23,131.9,147.0,38.0,0,113,31.7,0,1,2,0.1,40,DEF
Maxime,Esteve,Burnley,0,0,14,995,20,19.2,161.0,24.0,0,124,20.5,0,0,3,0.0,40,DEF
Moisés,Caicedo Corozo,Chelsea,0,1,53,2262,39,292.3,401.4,37.0,0,328,72.8,5,0,9,1.1,45,MID
Robert,Sánchez,Chelsea,0,0,59,1433,25,0.1,450.6,0.0,7,317,45.2,3,0,2,2.4,45,GLK
Ethan,Ampadu,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Andrey,Nascimento dos Santos,Chelsea,0,0,1,7,0,0.5,0.0,3.0,0,1,0.2,0,0,0,0.1,42,MID
Kepa,Arrizabalaga,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,GLK
Pierre-Emerick,Aubameyang,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,FWD
César,Azpilicueta,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Abdul Rahman,Baba,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Benoît,Badiashile,Chelsea,0,1,21,740,21,43.6,203.4,29.0,4,154,27.6,1,0,1,0.1,44,DEF
Marcus,Bettinelli,Chelsea,0,0,-1,0,0,0.0,0.0,0.0,0,-3,0.0,0,0,1,0.0,40,GLK
Trevoh,Chalobah,Chelsea,0,0,10,394,7,13.8,91.4,0.0,0,78,10.5,1,0,1,0.1,43,DEF
Ben,Chilwell,Chelsea,0,2,24,752,14,212.8,128.4,139.0,2,123,48.0,1,0,5,4.8,54,DEF
Carney,Chukwuemeka,Chelsea,1,1,16,222,5,68.6,78.4,52.0,0,53,19.9,0,0,2,1.2,42,MID
Levi,Colwill,Chelsea,1,1,65,1794,26,113.2,394.6,163.0,4,355,67.2,5,0,2,2.2,46,DEF
Marc,Cucurella Saseta,Chelsea,0,2,26,1153,22,180.3,243.8,93.0,1,200,51.8,2,0,7,0.6,48,DEF
Enzo,Fernández,Chelsea,3,3,75,2142,43,562.3,524.8,365.0,4,364,145.1,5,0,7,2.1,48,MID
Wesley,Fofana,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Conor,Gallagher,Chelsea,3,7,99,2511,45,703.6,585.2,311.0,8,496,159.6,6,1,6,0.6,54,MID
Malo,Gusto,Chelsea,0,5,60,1613,27,461.8,389.2,121.0,7,365,97.2,4,1,6,10.9,43,DEF
Reece,James,Chelsea,0,1,9,386,12,156.9,115.2,59.0,0,95,33.2,0,1,0,2.7,53,DEF
Romelu,Lukaku Bolingoli,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,68,FWD
Noni,Madueke,Chelsea,3,1,40,523,10,124.1,162.8,194.0,2,138,48.0,1,0,1,0.1,53,MID
Mykhailo,Mudryk,Chelsea,4,5,77,1148,21,331.3,277.4,318.0,5,236,92.5,5,0,4,0.9,63,MID
Nicolas,Jackson,Chelsea,10,5,107,2172,38,379.6,584.6,848.0,9,345,180.5,6,0,9,5.0,68,FWD
Christopher,Nkunku,Chelsea,2,0,19,317,10,47.0,86.2,175.0,2,59,30.5,0,0,0,0.8,72,FWD
Christian,Pulisic,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID
Malang,Sarr,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,DEF
Gabriel,Słonina,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Raheem,Sterling,Chelsea,6,8,107,1847,34,426.5,420.6,684.0,6,274,152.8,5,0,6,5.0,68,MID
Thiago,Emiliano da Silva,Chelsea,3,0,82,2162,39,97.7,665.0,141.0,10,504,90.7,6,0,3,3.3,50,DEF
Hakim,Ziyech,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID
Cole,Palmer,Chelsea,20,10,208,2081,40,758.0,1066.6,856.0,29,700,267.9,5,0,7,47.3,62,MID
Ângelo Gabriel,Borges Damaceno,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Ian,Maatsen,Chelsea,0,0,11,200,5,44.8,29.4,29.0,0,24,10.3,0,0,1,0.0,51,MID
Axel,Disasi,Chelsea,2,0,69,2480,45,102.2,553.4,165.0,6,449,82.1,5,0,6,3.5,49,DEF
Lesley,Ugochukwu,Chelsea,0,0,11,269,6,22.0,47.0,2.0,0,53,7.1,1,0,2,0.1,44,MID
Mason,Burstow,Chelsea,0,0,2,8,1,0.6,0.4,2.0,0,6,0.3,0,0,0,0.1,45,FWD
Lucas,Bergström,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,GLK
Roméo,Lavia,Chelsea,0,0,1,32,0,1.9,3.6,0.0,0,2,0.6,0,0,0,0.0,49,MID
Bashir,Humphreys,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Deivid Washington,de Souza Eugênio,Chelsea,0,0,2,11,1,0.1,0.0,4.0,0,5,0.4,0,0,0,0.1,45,FWD
Eddie,Beach,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Diego Manuel Jadon,da Silva Moreira,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Đorđe,Petrović,Chelsea,0,0,46,1356,27,0.0,391.2,0.0,3,274,39.2,3,0,2,2.6,46,GLK
Alfie,Gilchrist,Chelsea,1,0,14,38,1,2.9,45.2,28.0,0,34,7.5,0,0,0,0.1,40,DEF
Ronnie,Stutter,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Alex,Matos,Chelsea,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.0,45,MID
Josh,Brooking,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Leo,Castledine,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Cesare,Casadei,Chelsea,0,0,5,28,3,13.3,8.0,2.0,0,17,2.4,0,0,0,0.0,45,MID
Ishé,Samuels-Smith,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ollie,Harrison,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jimi,Tauriainen,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Josh,Acheampong,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Teddy,Sharman-Lowe,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Tyrique,George,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Kiano,Dyer,Chelsea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Rob,Holding,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,DEF
Naouirou,Ahamada,Crystal Palace,0,0,16,228,12,20.1,28.4,58.0,0,45,10.8,0,0,1,0.4,43,MID
Joachim,Andersen,Crystal Palace,2,2,96,2880,54,241.4,756.4,231.0,11,554,123.1,7,0,5,14.4,47,DEF
Jordan,Ayew,Crystal Palace,4,6,99,2364,37,409.8,470.4,517.0,3,289,139.6,10,1,6,0.5,54,MID
Nathaniel,Clyne,Crystal Palace,0,0,26,808,12,33.9,117.4,13.0,0,135,16.6,2,0,0,0.1,43,DEF
Cheick,Doucouré,Crystal Palace,0,0,21,920,12,138.5,165.8,36.0,0,141,34.2,3,0,2,0.0,48,MID
Malcolm,Ebiowei,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Odsonne,Edouard,Crystal Palace,7,0,75,1445,23,225.0,347.0,624.0,9,238,119.6,6,0,3,1.4,53,FWD
Eberechi,Eze,Crystal Palace,7,3,93,1634,26,651.0,514.4,547.0,7,346,171.4,5,0,3,8.7,61,MID
Vicente,Guaita,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,GLK
Marc,Guéhi,Crystal Palace,0,1,58,1913,32,80.3,401.6,35.0,6,360,51.8,5,0,2,1.3,42,DEF
Will,Hughes,Crystal Palace,0,0,44,1545,36,281.4,245.0,44.0,0,187,56.9,6,0,4,0.0,49,MID
Sam,Johnstone,Crystal Palace,0,0,68,1796,27,0.0,321.4,0.0,7,310,32.2,6,0,1,1.4,43,GLK
Jefferson,Lerma Solís,Crystal Palace,1,1,63,2385,46,364.9,414.0,240.0,4,333,101.9,5,0,8,0.1,47,MID
Jean-Philippe,Mateta,Crystal Palace,7,5,99,1839,41,316.7,429.4,510.0,10,293,125.8,5,0,3,4.5,50,FWD
Remi,Matthews,Crystal Palace,0,0,1,3,1,0.0,1.0,0.0,0,3,0.1,0,0,0,0.1,39,GLK
Tyrick,Mitchell,Crystal Palace,1,3,91,2691,51,300.6,571.8,109.0,10,471,98.3,7,0,5,5.0,45,DEF
Jake,O'Brien,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Michael,Olise,Crystal Palace,6,3,76,837,16,388.2,396.8,317.0,14,282,110.4,1,0,0,1.1,56,MID
Luke,Plange,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Chris,Richards,Crystal Palace,1,0,35,1551,34,53.2,335.2,49.0,2,234,43.8,1,0,2,1.0,39,DEF
Jairo,Riedewald,Crystal Palace,0,0,8,187,2,5.0,14.4,8.0,0,22,2.7,1,0,0,0.1,43,MID
Jeffrey,Schlupp,Crystal Palace,1,2,53,1303,24,208.8,231.2,220.0,1,160,65.8,4,0,1,0.1,48,MID
James,Tomkins,Crystal Palace,0,0,2,5,2,0.1,1.8,0.0,0,9,0.2,0,0,0,0.4,40,DEF
Joel,Ward,Crystal Palace,0,1,52,1975,34,79.0,346.2,41.0,0,298,46.6,5,0,4,0.2,45,DEF
Joe,Whitworth,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,39,GLK
Dean,Henderson,Crystal Palace,0,0,26,1080,26,0.0,324.8,0.0,2,192,32.7,1,0,1,2.1,44,GLK
Matheus,França de Oliveira,Crystal Palace,0,2,16,224,7,77.7,36.4,53.0,0,47,16.5,0,0,1,0.0,48,MID
Jesurun,Rak-Sakyi,Crystal Palace,0,0,8,132,3,28.2,23.2,58.0,0,21,11.0,1,0,0,0.0,45,MID
John-Kymani,Gordon,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Ademola,Ola-Adebomi,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
David,Ozoh,Crystal Palace,0,0,8,148,5,4.0,25.2,0.0,0,27,2.9,0,0,1,0.0,45,MID
Jadan,Raymond,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Tayo,Adaramola,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Daniel,Muñoz,Crystal Palace,0,1,23,900,18,93.9,180.2,54.0,1,137,32.9,2,0,3,0.7,45,DEF
Adam,Wharton,Crystal Palace,0,1,27,798,13,200.1,140.2,15.0,1,137,35.6,4,0,1,0.0,50,MID
Franco,Umeh-Chibueze,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Kaden,Rodney,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Roshaun,Mathurin,Crystal Palace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
André,Tavares Gomes,Everton,1,0,16,379,7,71.6,72.4,79.0,0,54,22.3,2,0,3,0.1,44,MID
Jarrad,Branthwaite,Everton,2,0,86,2576,41,53.5,605.2,145.0,7,479,80.5,8,0,7,6.8,43,DEF
Dominic,Calvert-Lewin,Everton,5,2,79,1779,25,219.3,285.4,692.0,7,185,118.5,10,0,1,0.9,58,FWD
Seamus,Coleman,Everton,0,0,21,458,8,31.7,77.2,6.0,2,104,11.6,3,0,0,0.1,44,DEF
Dele,Alli,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID
Abdoulaye,Doucouré,Everton,6,2,95,2151,33,390.0,381.2,589.0,7,273,136.4,8,0,5,0.6,55,MID
James,Garner,Everton,1,2,75,2564,44,590.4,480.2,214.0,3,375,128.5,8,0,6,0.1,49,MID
Jean-Philippe,Gbamin,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Ben,Godfrey,Everton,0,0,23,850,12,57.1,161.0,134.0,0,111,35.2,2,0,2,0.1,43,DEF
Demarai,Gray,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MID
Idrissa,Gueye,Everton,1,0,35,1385,22,165.0,224.2,98.0,2,203,48.7,3,0,7,0.0,48,MID
Michael,Keane,Everton,1,0,17,436,13,4.6,108.2,92.0,2,69,20.5,1,0,2,0.2,43,DEF
Dwight,McNeil,Everton,2,6,95,2373,36,889.6,488.8,341.0,6,393,172.0,8,0,2,0.3,54,MID
Vitalii,Mykolenko,Everton,2,1,94,2334,37,237.6,497.6,210.0,9,420,94.5,8,0,1,5.8,46,DEF
Amadou,Onana,Everton,2,0,58,1843,36,268.8,293.8,238.0,5,266,80.3,4,0,5,0.2,47,MID
Nathan,Patterson,Everton,0,2,34,1000,21,138.2,207.2,26.0,3,187,37.3,2,0,4,0.2,43,DEF
Jordan,Pickford,Everton,0,0,113,2880,48,43.4,783.0,0.0,14,581,82.7,9,0,4,14.3,47,GLK
Ellis,Simms,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
James,Tarkowski,Everton,1,1,88,2880,48,229.8,741.4,269.0,6,513,124.3,9,0,9,5.1,46,DEF
João,Neves Virgínia,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GLK
Andy,Lonergan,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GLK
Ashley,Young,Everton,0,1,53,1806,31,357.9,217.2,79.0,2,275,65.7,6,1,5,0.3,44,DEF
Arnaut,Danjuma Groeneveld,Everton,1,0,26,587,10,79.3,73.6,271.0,0,53,42.4,2,0,0,0.1,52,MID
Lewis,Dobbin,Everton,1,0,17,205,3,39.6,62.2,59.0,0,53,16.0,1,0,1,0.0,45,MID
Youssef,Ramalho Chermiti,Everton,0,0,10,68,3,14.4,6.8,38.0,0,17,5.6,0,0,2,0.1,48,FWD
Thomas,Cannon,Everton,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,FWD
Tyler,Onyango,Everton,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,44,MID
Jack,Harrison,Everton,3,3,82,1852,25,317.4,325.0,286.0,5,253,92.9,8,0,0,0.1,55,MID
Norberto Bercique,Gomes Betuncal,Everton,3,0,47,899,20,137.5,158.8,419.0,3,98,70.6,2,0,2,0.2,57,FWD
Mackenzie,Hunt,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jenson,Metcalfe,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Elijah,Campbell,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Lewis,Warrington,Everton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Armando,Broja,Fulham,1,2,33,501,6,70.0,75.6,152.0,0,68,29.0,3,0,0,0.2,49,FWD
Alex,Iwobi,Fulham,5,2,91,1887,31,593.0,445.8,480.0,9,360,152.0,6,0,2,0.5,53,MID
Andreas,Hoelgebaum Pereira,Fulham,3,9,117,2290,34,1186.0,485.6,401.0,7,424,207.6,12,0,6,0.9,53,MID
Tom,Cairney,Fulham,1,6,66,1373,22,357.6,312.4,154.0,2,332,82.1,4,0,2,0.0,49,MID
Ivan,Neves Abreu Cavaleiro,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Bobby,De Cordova-Reid,Fulham,6,3,84,1202,26,226.8,323.4,287.0,7,271,83.0,2,0,4,0.1,53,MID
Issa,Diop,Fulham,0,0,38,1153,21,19.0,282.4,33.0,3,219,33.6,4,0,2,0.4,44,DEF
Tyrese,Francois,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Anthony,Knockaert,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Terence,Kongolo,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Bernd,Leno,Fulham,0,0,119,2970,51,0.1,929.4,0.0,15,678,92.7,9,0,3,15.4,48,GLK
Saša,Lukić,Fulham,1,0,37,928,16,120.3,163.4,96.0,0,129,37.8,4,0,3,0.4,43,MID
Kevin,Mbabu,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Aleksandar,Mitrović,Fulham,0,0,1,32,0,0.3,6.4,26.0,0,6,3.3,0,0,0,0.6,74,FWD
Rodrigo,Muniz Carvalho,Fulham,8,1,81,1285,22,198.9,358.6,701.0,12,254,124.4,4,0,1,7.0,46,FWD
João,Palhinha Gonçalves,Fulham,4,1,80,2290,38,177.6,572.0,335.0,8,324,108.6,7,0,12,0.3,50,MID
Tim,Ream,Fulham,1,0,39,1413,29,17.9,320.6,45.0,4,252,38.4,3,1,2,0.6,44,DEF
Harrison,Reed,Fulham,0,1,40,1159,21,181.7,187.8,32.0,0,174,40.2,5,0,5,0.3,44,MID
Antonee,Robinson,Fulham,0,6,95,2828,50,503.3,708.6,231.0,7,587,144.4,8,0,4,4.7,46,DEF
Marek,Rodák,Fulham,0,0,-1,0,0,0.0,0.0,0.0,0,-3,0.0,0,0,1,0.3,39,GLK
Kenny,Tete,Fulham,1,0,26,773,19,86.8,177.8,63.0,0,152,32.8,2,0,2,0.3,44,DEF
Tosin,Adarabioyo,Fulham,2,0,66,1526,22,29.1,415.4,148.0,2,314,59.3,6,0,1,0.3,43,DEF
Carlos Vinícius,Alves Morais,Fulham,2,0,22,306,5,61.3,83.6,139.0,2,77,28.2,0,0,2,0.9,45,FWD
Harry,Wilson,Fulham,3,5,75,1472,25,317.5,301.0,299.0,3,249,91.6,5,0,6,0.2,53,MID
Raúl,Jiménez,Fulham,5,0,58,1274,27,165.7,256.0,387.0,10,180,79.8,4,1,3,0.6,50,FWD
Willian,Borges da Silva,Fulham,4,3,89,1918,26,697.4,409.0,437.0,6,377,154.1,8,0,1,0.4,53,MID
Calvin,Bassey,Fulham,1,0,57,1849,32,32.8,396.2,50.0,4,362,48.1,5,1,3,0.4,44,DEF
Luc,De Fougerolles,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Jay,Stansfield,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Matthew,Dibley-Dias,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Adama,Traoré,Fulham,1,2,23,209,8,68.0,106.6,97.0,0,70,27.1,0,0,1,0.0,49,MID
Luke,Harris,Fulham,0,0,2,74,5,0.7,3.2,17.0,0,2,2.1,0,0,0,0.0,45,MID
Timothy,Castagne,Fulham,0,2,86,2269,32,264.4,392.0,199.0,6,433,85.7,8,0,2,1.2,45,DEF
Steven,Benda,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Fodé,Ballo-Touré,Fulham,0,0,4,53,1,2.1,13.4,2.0,0,17,1.9,0,0,1,0.0,45,DEF
Devan,Tanton,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Kristian,Sekularac,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Joshua,King,Fulham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Adrián,San Miguel del Castillo,Liverpool,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GLK
Trent,Alexander-Arnold,Liverpool,2,5,104,1664,18,844.8,473.2,151.0,18,481,147.1,7,0,5,9.5,84,DEF
Alisson,Ramses Becker,Liverpool,0,0,90,1980,20,10.4,502.8,0.0,9,463,51.2,7,0,1,9.4,57,GLK
Stefan,Bajcetic,Liverpool,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID
Darwin,Núñez Ribeiro,Liverpool,11,11,126,1867,20,402.4,644.8,1160.0,9,391,220.8,6,0,8,21.9,78,FWD
Diogo,Teixeira da Silva,Liverpool,9,6,98,1068,10,275.4,446.0,587.0,5,297,130.9,5,1,1,2.6,79,MID
Harvey,Elliott,Liverpool,2,5,66,887,7,352.0,256.8,280.0,6,274,88.6,3,0,1,0.3,48,MID
Fabio Henrique,Tavares,Liverpool,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Cody,Gakpo,Liverpool,6,3,79,1214,14,250.6,384.8,492.0,9,291,112.0,4,0,1,2.4,71,FWD
Joe,Gomez,Liverpool,0,1,69,1628,14,326.8,289.0,99.0,2,348,71.7,7,0,5,1.8,46,DEF
Jordan,Henderson,Liverpool,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Curtis,Jones,Liverpool,1,1,36,1071,15,175.2,164.0,171.0,2,157,50.7,2,1,3,0.1,49,MID
Caoimhin,Kelleher,Liverpool,0,0,34,900,11,10.0,261.2,0.0,3,198,27.0,2,0,0,5.8,39,GLK
Ibrahima,Konaté,Liverpool,0,0,55,1508,17,135.1,349.4,87.0,2,306,57.2,6,1,3,2.5,49,DEF
Luis,Díaz,Liverpool,8,6,127,2165,26,613.4,531.4,982.0,9,365,212.5,6,0,2,17.0,78,MID
Alexis,Mac Allister,Liverpool,4,5,92,2171,26,583.2,590.8,154.0,11,438,132.7,5,1,6,5.8,59,MID
Joel,Matip,Liverpool,0,0,21,779,9,33.3,192.8,35.0,0,145,26.1,2,0,2,0.3,48,DEF
Nathaniel,Phillips,Liverpool,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Andrew,Robertson,Liverpool,1,2,43,1273,17,685.7,372.8,97.0,3,316,115.6,1,0,2,4.8,64,DEF
Mohamed,Salah,Liverpool,17,9,186,2144,23,797.9,935.6,1233.0,24,552,296.9,7,0,2,41.0,135,MID
Dominik,Szoboszlai,Liverpool,3,4,92,2005,19,767.9,404.6,323.0,7,411,149.4,8,0,1,3.4,71,MID
Thiago,Alcántara do Nascimento,Liverpool,0,0,1,5,1,0.4,0.6,0.0,0,3,0.1,0,0,0,0.1,47,MID
Konstantinos,Tsimikas,Liverpool,0,3,47,669,7,267.0,158.8,33.0,4,199,46.0,4,0,0,1.2,44,DEF
Sepp,van den Berg,Liverpool,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
